,shop_name,shop_address,shop_lat,shop_lng,types
0,Publix Super Market at Capitol View,"1010 Dr Martin L King Jr Blvd, Nashville, TN 37203",36.1630486,-86.7903632,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
1,Publix Super Market at Hill Center at Belle Meade,"4324 Harding Pike, Nashville, TN 37205",36.1267422,-86.8475419,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
2,Publix Super Market at Melrose,"2223 8th Ave S, Nashville, TN 37204",36.1285944,-86.7784628,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
3,Publix Super Market at Hill Center Greenwood,"1111 Gallatin Ave, Nashville, TN 37206",36.1898456,-86.7449475,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
4,Publix Super Market at Hill Center at Nashville West,"6614 Charlotte Pike, Nashville, TN 37209",36.1401562,-86.8829001,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
5,Publix Super Market at Bellevue Center,"7604 Hwy 70 S, Nashville, TN 37221",36.0784138,-86.9455024,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
6,Publix Super Market at The Crossings,"2324 Lebanon Pike, Nashville, TN 37214",36.1707831,-86.68399869999999,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
7,Publix Super Market at Nippers Corner,"15544 Old Hickory Blvd, Nashville, TN 37211",36.04102719999999,-86.7414412,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
8,Publix Super Market at Harpeth Village,"2020 Fieldstone Pkwy, Franklin, TN 37069",35.9645581,-86.88300699999999,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
9,Publix Super Market at Harpeth Village,"8028 TN-100, Nashville, TN 37221",36.047101,-86.95225289999999,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
10,Publix Super Market at Marketplace at Maryland Farms,"101 Creekside Crossing, Brentwood, TN 37027",36.0369124,-86.79885180000001,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
